Specimen|Name|Speed|odds|dna|Life|incubMin|atk1|atk1p|atk2|atk2p|bank|unlockattack|Type|reciper|abilities|abilityPct1|abilityPct2|orbSlots
Specimen_EE_13| Orbital Nexus|255|20| EE|2566|60| 1184| 1661| 821:AOE| 1234:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| HEROIC| EE_13x[A-F][A-F]_*+EE_13x[A-F]_*| 1:ability_shield;2:ability_shield_plus|32|48| n;n;n;s
Specimen_EF_13| Achernar|165|20| EF|1873|60| 411:AOE| 766:AOE| 822| 1391|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_13x[A-F][A-F]_*+EF_13x[A-F]_*| 1:ability_regen;2:ability_regen_plus|12|30| n;n;s
Specimen_FA_13| Boreal Helix|175|0| FA|2853|60| 829| 1138| 560:AOE| 844:AOE|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| SEASONAL| | 1:ability_slash;2:ability_slash_plus|-24|-60| n;n;s
Specimen_FB_13| Candlelight|250|20| FB|2043|60| 741:AOE| 1145:AOE| 741:AOE| 1145:AOE|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_13x[A-F][A-F]_*+FB_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|30|40| n;n;s
Specimen_FC_13| Avalon King|280|20| FC|2084|60| 885| 1844| 885| 1844|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_13x[A-F][A-F]_*+FC_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|25|35| n;n;s
Specimen_FD_13| Tezcatlipoca|225|0| FD|2599|60| 773:AOE| 1474:AOE| 1531| 2547|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-40|-60| n;n;s
Specimen_FE_13| Vivaldi|160|0| FE|2955|120| 643:AOE| 1045:AOE| 643:AOE| 1045:AOE|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus|20|30| n;n;s
Specimen_FF_13| Sakuraboshi|220|20| FF|1948|60| 814| 1421| 581:AOE| 1134:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_13x[A-F][A-F]_*+FF_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-40| n;n;s
Specimen_A_13| Asimov|120|20| A|967|90| 510| 765| 442:AOE| 665:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| HEROIC| A_13x[A-F][A-F]_*+A_13x[A-F]_*| 1:ability_shield;2:ability_shield_plus|10|35| n;n;n;s
Specimen_B_13|GAR, Zombie Sovereign|270| 20|B|3625| 90| 807| 1311| 574:AOE|886:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| HEROIC| B_13x[A-F][A-F]_*+B_13x[A-F]_*|1:ability_regen;2:ability_regen_plus|35| 50|n;n;n;s
Specimen_C_13| D'Arathomis|160|20| C|1794|90| 752| 1254| 836| 836:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| HEROIC| C_13x[A-F][A-F]_*+C_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-20| n;n;n;s
Specimen_D_13| Sasquatch|260|20| D|1988|90| 993| 1493| 633:AOE| 896:AOE|42| 1:1:neutre;2:5:d;1p:10:neutre;2p:15:d| HEROIC| D_13x[A-F][A-F]_*+D_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-25|-50| n;n;n;s
Specimen_E_13| Stargazer|180|20| E|1585|90| 833| 1454| 541:AOE| 833:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| HEROIC| E_13x[A-F][A-F]_*+E_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;n;s
Specimen_F_13|Väinämöinen|150|20| F|1713|90| 533| 799| 266:AOE| 399:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| HEROIC| F_13x[A-F][A-F]_*+F_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-30|-60| n;n;n;s
Specimen_AA_99| A00-C0R3-C0NTR0L|200|0| AA|4621|60| 1240| 1861| 752:AOE| 1022:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus|25|55| n;n;s
Specimen_AB_99| Battle Simulacrum|285|0| AB|5864|60| 1000| 1421:AOE| 635:AOE| 1421:AOE|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|15|45| n;n;s
Specimen_AC_99| No Name|200|20| AC|1130|60| 312| 468| 312| 468|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_99x[A-F][A-F]_*+AC_99x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AD_99| No Name|200|20| AD|1130|60| 312| 468| 312| 468|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_99x[A-F][A-F]_*+AD_99x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AE_99| Randonymous|170|0| AE|3566|60| 1248| 2324| 1248| 1489:AOE|43| 1:1:a;2:5:e;2p:15:e;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|20|32| n;n;s
Specimen_AF_99| A027441|310|20| AF|2500|60| 780| 1170| 780| 1170|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_99x[A-F][A-F]_*+AF_99x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_BA_99| No Name|200|20| BA|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_99x[A-F][A-F]_*+BA_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BB_99| No Name|200|20| BB|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_99x[A-F][A-F]_*+BB_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BC_99| No Name|200|20| BC|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_99x[A-F][A-F]_*+BC_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BD_99| Tengu|230|20| BD|1977|60| 491| 737| 491| 737|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_99x[A-F][A-F]_*+BD_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-40|-60| n;n;s
Specimen_BE_99| No Name|200|20| BE|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_99x[A-F][A-F]_*+BE_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BF_99| No Name|200|20| BF|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_99x[A-F][A-F]_*+BF_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_CA_99| Awakened Missy|195|0| CA|2512|60| 1200| 2421| 1200| 2421|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|10|15| n;n;s
Specimen_CB_99| No Name|200|20| CB|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_99x[A-F][A-F]_*+CB_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CC_99| No Name|200|20| CC|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_99x[A-F][A-F]_*+CC_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CD_99| No Name|200|20| CD|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_99x[A-F][A-F]_*+CD_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CE_99| Kolossus|285|0| CE|5780|60| 1672| 2508| 1672| 2508|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus|-8|-12| n;n;s
Specimen_CF_99| True Hero Reed|245|0| CF|3597|60| 855:AOE| 1349:AOE| 855:AOE| 1349:AOE|50| 1:1:c;2:5:f;2p:15:f;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus|-20|-35| n;n;s
Specimen_DA_99| No Name|79|20| DA|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_99x[A-F][A-F]_*+DA_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DB_99| No Name|200|20| DB|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_99x[A-F][A-F]_*+DB_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DC_99| No Name|200|20| DC|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_99x[A-F][A-F]_*+DC_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DD_99| No Name|200|20| DD|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_99x[A-F][A-F]_*+DD_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DE_99| No Name|200|20| DE|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_99x[A-F][A-F]_*+DE_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DF_99| Genimal|100|0| DF|2542|60| 370| 631| 370| 631|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-20|-35| n;n;s
Specimen_EA_99| Celsius Thermoid|235|0| EA|4755|60| 984:AOE| 2004:AOE| 984:AOE| 2004:AOE|105| 1:1:e;2:10:a;2p:50:a;1p:30:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|20|45| n;n;s
Specimen_EB_99| Diablo|300|0| EB|3874|60| 1594| 2394| 1594| 2394|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EC_99| No Name|200|20| EC|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_99x[A-F][A-F]_*+EC_99x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_ED_99| Ctopy|280|0| ED|4497|60| 1034| 1577| 525:AOE| 788:AOE|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|25|45| n;n;s
Specimen_EE_99| Irreality Animus|150|0| EE|4578|60| 1109| 1663| 554:AOE| 831:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus|20|30| n;n;s
Specimen_EF_99| Singularity Wizard|250|0| EF|4101|120| 752:AOE| 1128:AOE| 1370| 2000|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|24|33| n;n;s
Specimen_FA_99| Archangel|260|0| FA|4076|60| 1241| 1862| 1241| 1862|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_FB_99| No Name|200|20| FB|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_99x[A-F][A-F]_*+FB_99x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FC_99| Nimrod|250|20| FC|3000|60| 864| 1296| 864| 1296|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_99x[A-F][A-F]_*+FC_99x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-24|-35| n;n;s
Specimen_FD_99| No Name|200|20| FD|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_99x[A-F][A-F]_*+FD_99x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FE_99| Engineer|260|20| FE|2012|60| 718| 1077| 718| 1077|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_99x[A-F][A-F]_*+FE_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_FF_99| Emotional Maskerade|295|0| FF|5330|60| 1441| 2631| 1032:AOE| 1811:AOE|84| 1:1:f;2:5:f;1p:10:f;2p:15:f| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus|-24|-37| n;n;s
Specimen_A_99| No Name|300|20| A|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_99| No Name|300|20| B|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_99| No Name|300|20| C|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_99| No Name|300|20| D|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_99| No Name|300|20| E|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_99| No Name|300|20| F|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_98| No Name|200|20| AA|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_98x[A-F][A-F]_*+AA_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AB_98| No Name|200|20| AB|1130|60| 312| 468| 312| 468|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| LEGEND| AB_98x[A-F][A-F]_*+AB_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AC_98| No Name|200|20| AC|1130|60| 312| 468| 312| 468|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_98x[A-F][A-F]_*+AC_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AD_98| No Name|200|20| AD|1130|60| 312| 468| 312| 468|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_98x[A-F][A-F]_*+AD_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AE_98| No Name|200|20| AE|1130|60| 312| 468| 312| 468|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_98x[A-F][A-F]_*+AE_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AF_98| No Name|200|20| AF|1130|60| 312| 468| 312| 468|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_98x[A-F][A-F]_*+AF_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_BA_98| No Name|200|20| BA|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_98x[A-F][A-F]_*+BA_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BB_98| No Name|200|20| BB|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_98x[A-F][A-F]_*+BB_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BC_98| No Name|200|20| BC|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_98x[A-F][A-F]_*+BC_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BD_98| No Name|200|20| BD|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_98x[A-F][A-F]_*+BD_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BE_98| No Name|200|20| BE|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_98x[A-F][A-F]_*+BE_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_BF_98| No Name|200|20| BF|1130|60| 312| 468| 312| 468|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_98x[A-F][A-F]_*+BF_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_CA_98| No Name|200|20| CA|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| LEGEND| CA_98x[A-F][A-F]_*+CA_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CB_98| No Name|200|20| CB|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_98x[A-F][A-F]_*+CB_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CC_98| No Name|200|20| CC|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_98x[A-F][A-F]_*+CC_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CD_98| No Name|200|20| CD|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_98x[A-F][A-F]_*+CD_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CE_98| No Name|200|20| CE|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_98x[A-F][A-F]_*+CE_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CF_98| No Name|200|20| CF|1130|60| 312| 468| 312| 468|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_98x[A-F][A-F]_*+CF_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DA_98| No Name|79|20| DA|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_98x[A-F][A-F]_*+DA_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DB_98| No Name|200|20| DB|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_98x[A-F][A-F]_*+DB_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DC_98| No Name|200|20| DC|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_98x[A-F][A-F]_*+DC_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DD_98| No Name|200|20| DD|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_98x[A-F][A-F]_*+DD_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DE_98| No Name|200|20| DE|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_98x[A-F][A-F]_*+DE_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DF_98| No Name|200|20| DF|1130|60| 312| 468| 312| 468|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_98x[A-F][A-F]_*+DF_98x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_EA_98| No Name|200|20| EA|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_98x[A-F][A-F]_*+EA_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EB_98| No Name|200|20| EB|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_98x[A-F][A-F]_*+EB_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EC_98| No Name|200|20| EC|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_98x[A-F][A-F]_*+EC_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_ED_98| No Name|200|20| ED|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_98x[A-F][A-F]_*+ED_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EE_98| No Name|200|20| EE|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_98x[A-F][A-F]_*+EE_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EF_98| No Name|200|20| EF|1130|60| 312| 468| 312| 468|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_98x[A-F][A-F]_*+EF_98x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_FA_98| No Name|200|20| FA|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_98x[A-F][A-F]_*+FA_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FB_98| No Name|200|20| FB|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_98x[A-F][A-F]_*+FB_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FC_98| No Name|200|20| FC|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_98x[A-F][A-F]_*+FC_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FD_98| No Name|200|20| FD|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_98x[A-F][A-F]_*+FD_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FE_98| No Name|200|20| FE|1130|60| 312| 468| 312| 468|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_98x[A-F][A-F]_*+FE_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_FF_98| No Name|200|0| FF|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_98x[A-F][A-F]_*+FF_98x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_A_98| No Name|300|20| A|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_98| No Name|300|20| B|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_98| No Name|300|20| C|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_98| No Name|300|20| D|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_98| No Name|300|20| E|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_98| No Name|300|20| F|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_14| No Name|200|0| AA|1130|60| 312| 468| 156:AOE| 234:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_14x[A-F][A-F]_*+AA_14x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AB_14| The Screencaster|180|0| AB|4557|60| 1047| 1544| 1047| 1544|84| 1:1:a;2:5:b;2p:15:b;1p:10:a| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus|-25|-40| n;n;s
Specimen_AC_14| Professor Chronomantik|280|20| AC|2541|60| 1041| 1649| 1041| 1649|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| HEROIC| AC_14x[A-F][A-F]_*+AC_14x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-10|-20| n;n;n;s
Specimen_AD_14| Origamix|90|0| AD|354|60|584|870|584|870|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_14x[A-F][A-F]_*+AD_14x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|35| n;n;s
Specimen_AE_14| Giganto-Moai|200|0| AE|4212|60| 1011| 1632| 594:AOE| 1011:AOE|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus|20|40| n;n;s
