Specimen| Name| spX100| odds| dna| lifePoint| incubMin| atk1| atk1p| atk2| atk2p| bank| unlockAttack| type| recipes| abilities| abilityPct1| abilityPct2| orbSlots| Attack1p_name| Attack2p_name| Description
Specimen_DA_05| Fennec Plus Ultra| 170| 20| DA| 1777| 60| 368| 553| 368| 553| 42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_05x[A-F][A-F]_*+DA_05x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -45| n;n;s| Giga bite| Canine canon| Fennec, as the clever fox he is, buttered Darwin up for the Dragon Mech. After some training and adjustments, Fennec's now ready to cause chaos in the Mutant Arena. Between dragon roars and battle sounds, Fennec’s mad crackle can be heard.
Specimen_DB_05| Brawler| 290| 0| DB| 3152| 60| 1150| 1727| 1150| 1727| 42| 1:1:d;2:5:b;2p:15:b;1p:10:d| VIDEOGAME| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| King rush| King blast| Specialist in abduction, the Plumber ended his activities when he tried to kidnap a princess. Now, he is decided to show who is the true king of the arena !
Specimen_DC_05| Monkey King| 160| 20| DC| 1605| 60| 342| 515| 342| 515| 42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_05x[A-F][A-F]_*+DC_05x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Kong fu| Celestial staff| Lion King's distant cousin, this not-so-cute little monkey doesn't share his moral code or kindness. Tormented by his superiors in the Wild-Fighting Academy, Monkey King dedicated his life to learning the ways of Kung-Fu and to prove his strength, mettle and speed in the Arena.
Specimen_DD_05| Dilophoraptor| 115| 80| DD| 1003| 60| 283| 644| 164:AOE| 322:AOE| 42| 1:1:d;2:5:d;1p:10:d;2p:15:d| PVP| DD_05x[A-F][A-F]_*+DD_05x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s:20h| Chin strap!| Spits| Made with the DNA of dinosaur, crocodile, varan and a former serial killer, it's real killer machine. It's useless to try to negociate with it, it doesn't understand you. Flee and you will have some seconds to live.
Specimen_DE_05| Exo Cookie| 300| 20| DE| 1915| 60| 696| 1046| 696| 1046| 42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_05x[A-F][A-F]_*+DE_05x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Wheel of Destiny| High velocity| Exo Cookie is at the origin of everything in Darwin's life, believe it or not. When he was only 7 years old, he could not bear the idea that his favorite hamster would only live 3 to 4 years tops. Darwin therefore did everything that was in his power to extend its lifespan.\nHe was surely stunned when he discovered that his first experiment turned his little Cookie into a Hulk-like hamster! Travelling at the speed of light and destroying everything in its way
Specimen_DF_05| Dragons' Mother| 125| 20| DF| 1050| 60| 584| 876| 584| 876| 42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_05x[A-F][A-F]_*+DF_05x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -10| -15| n;n;s| Dovah's wrath| Dovahsos| This young woman is the last one of her species. Hybrid between humans and dragons, she can control them and they respect her as a mother. The dragon she holds on her shoulder is born from the stake's flames that was supposed to condamn her, by annihilating her species. Instead of that, she got out unharmed and more powerful than ever.
Specimen_EA_05| King Steven| 180| 20| EA| 1695| 60| 435| 684| 435| 684| 42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_05x[A-F][A-F]_*+EA_05x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -40| n;n;s| Pisto Guns| Tada! Invasion| Nobody really knows where they come from, but this immortal race has been both disturbing and entertaining everyone for centuries. While all of its fellow subjects follow their artistic dreams, the one and unique King Steven chose to keep on fighting alongside the most evil and most powerful Psy Captain in the arena!
Specimen_EB_05| Undead Soldier| 270| 20| EB| 1860| 60| 641| 961| 641| 961| 42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_05x[A-F][A-F]_*+EB_05x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Bolter| Imperium's puppet| Died for the greater glory of Imperium, these damned marines have been condemned to fight for eternity their age-old enemies the DNA-stealers, who they believe to battle in the arena, making them merciless.
Specimen_EC_05| Space Hunter| 230| 20| EC| 1602| 60| 491| 737| 491| 737| 42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_05x[A-F][A-F]_*+EC_05x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 32| n;n;s| Laser gun| Space saber| That space hunter is a mercenary which hesitates in front of nothing in order to fight again and again. His only reason of living is to defeat all the other alien species and it's in the arena where he will find the most of them.
Specimen_ED_05| Crawlorax| 280| 20| ED| 1753| 60| 622| 934| 622| 934| 42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_05x[A-F][A-F]_*+ED_05x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Acid burst| Fury| Old guardian of an ancient arch of which he defended its treasure. He feeded on adventurers who tried to take it until the day four of them defeated him and sent him to the arena.
Specimen_EE_05| Selendis| 120| 20| EE| 1444| 60| 281| 551| 161:AOE| 275:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| PVP| EE_05x[A-F][A-F]_*+EE_05x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Laser strike| Parasitic explosion| This otherworldly creature roams our universe in search of new hosts for its parasitic progeny. After learning about the Mutants' unique genetic traits, it has settled in the arena, in search of the best possible DNA...
Specimen_EF_05| Kraken| 260| 20| EF| 1905| 60| 587| 881| 587| 881| 42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_05x[A-F][A-F]_*+EF_05x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 38| n;n;s| 31st century trident| We Do Not Sow| Coming from the depths of the Ocean, Krakens are the most vicious creatures of Poseidon
Specimen_FA_05| Shadow Shaman| 190| 20| FA| 1464| 60| 390| 586| 390| 586| 42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_05x[A-F][A-F]_*+FA_05x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Toxic spirit| Urban curse| Usually discrete, Shadow Shamans have managed to unite the urban world and the world of spirits. Traditionally they are mercenaries, hired for shady missions by mega-corporations, but they sometimes opt for arena fights when they seek legal income.
Specimen_FB_05| Bones ‘n’ Roses| 190| 20| FB| 1844| 60| 446| 695| 446| 695| 42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_05x[A-F][A-F]_*+FB_05x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -20| n;n;s| Music of the Devil| In the limelight| As everyone knows, especially the old lady from the 33rd floor, Metal is demonic music that inevitably leads its disciples to the hottest places in Hell
Specimen_FC_05| Yelda| 170| 0| FC| 2605| 60| 641| 962| 641| 962| 42| 1:1:f;2:5:c;2p:15:c;1p:10:f| VIDEOGAME| | 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| I'm da bomb!| Long live the Prince!| Yelda is a young squire who spends her time saving Prince Lonk, a prince who is very cute, but a tad too easy to kidnap. Fortunately, thanks to the Three Goddesses blessing, her motivation is flawless and her anger... quite explosive!
Specimen_FD_05| Shinigami Painter| 150| 20| FD| 1297| 60| 295| 444| 295| 444| 42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_05x[A-F][A-F]_*+FD_05x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Lethal calligraphy| Dragon invocation| Words are sometimes more powerful than hits. That monk is practicing an ancestral art which allows him to fight with the strength of his brush and his prayers.
Specimen_FE_05| Nebulus| 180| 0| FE| 3354| 60| 616| 1255| 616| 1255| 42| 1:1:f;2:5:e;2p:15:e;1p:10:f| ZODIAC| | 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Zodiac| Cataclysm| Is Nebulus a God or simply an alien race? Hidden from sight and being everywhere and nowhere at once, he watches the Universe, and especially the 12 Zodiac races. Now that the 12 Zodiac races are gathered on Earth with the arrival of Geminium, he has decided to send his own Avatar to fight, and to remind the universe of his existence!
Specimen_FF_05| Glubber| 140| 20| FF| 1831| 60| 568| 860| 399:AOE| 600:AOE| 42| 1:1:neutre;2:5:neutre;1p:10:neutre;2p:15:neutre| LEGEND| FF_05x[A-F][A-F]_*+FF_05x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -23| n;n;s| Morphopunch| Morphomagic| While a scientist tried to find a new power source, the experiment went wrong and the lab exploded. Glubber was there floating above the ashes. To avoid that it is more than a labo whom explode the next time, it has to find a way to release all this energy.\nGlubber's attacks are unaffected by his target's genes.
Specimen_A_05| Bounty Hunter| 210| 20| A| 1922| 60| 515| 774| 303:AOE| 454:AOE| 105| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| A_05x[A-F][A-F]_*+A_05x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 40| n;n;s| Hunter's Shot| Cyber Burst| This cyber-bounty hunter haunts arenas searching for Psy-Captains who have run into debt. His equipment enables him to track down his enemies and annihilate them if they refuse to cooperate. He is gathering credits in anticipation of his retirement, in the hope of not winding up in a scrapyard.
Specimen_B_05| Drudge Zombie| 150| 20| B| 2230| 60| 507| 915| 507| 915| 42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| B_05x[A-F][A-F]_*+B_05x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 35| 60| n;n;s| Minecart| Work Accident| Most zombies were created through failed experiments, aiming to turn soldiers into super-soldiers. Some of these zombies were locked in old and abandoned mining tunnels. \n\nYears later, people found workers who had started to turn into zombies. Which is the main reason explaining the current quarantine zone around Chicago.
Specimen_C_05| Barbarian| 235| 20| C| 2382| 60| 877| 1405| 877| 1405| 42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| C_05x[A-F][A-F]_*+C_05x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -20| -40| n;n;s| Lethal Death Blow| Brute Force| When the genes of this specimen were created and isolated, its creators had only one idea in mind: to create a creature living only by and for combat. About 20 dead and one mutant escaped from the scientific team's laboratory later, the survivors decided to abandon their scientific career to raise goats in the mountains, far from everything.
Specimen_D_05| No Name| 300| 0| D| 1824| 60| 684| 1026| 342:AOE| 513:AOE| 42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| SEASONAL| | 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_E_05| No Name| 300| 0| E| 1824| 60| 684| 1026| 342:AOE| 513:AOE| 42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_F_05| No Name| 300| 0| F| 1824| 60| 684| 1026| 342:AOE| 513:AOE| 42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_AA_06| Hercules| 300| 20| AA| 2258| 60| 845| 1269| 485:AOE| 729:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| PVP| AA_06x[A-F][A-F]_*+AA_06x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Perforating Bullet| Heavy Payload| KILL. KILL. KILL.
Specimen_AB_06| Drusella| 110| 20| AB| 1422| 60| 264| 535| 264| 535| 42| 1:1:a;2:5:b;2p:15:b;1p:10:a| LEGEND| AB_06x[A-F][A-F]_*+AB_06x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Vampire's Kiss| Giant claws| Bringing the dead back to life through science is no big deal. Drusella is the result of a plan to kill a robot. The plan failed, and here she is! All her opponent swear it : failing at that was really, really unfortunate.
Specimen_AC_06| Viper| 170| 20| AC| 1788| 60| 631| 946| 631| 946| 42| 1:1:a;2:5:c;2p:15:c;1p:10:a| HEROIC| AC_06x[A-F][A-F]_*+AC_06x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 52| n;n;n;s| Technogun| Thunderbolt| No-one knows where he comes from, but his arrival in the Arena always fills his opponents' hearts with terror. The first heroic mutant appears to help the most deserving Psy Captains. Equipped with a secret weapon concealed inside his arm, he risks his life without fear or respite.
Specimen_AD_06| Bio-Hedgehog| 280| 20| AD| 2286| 60| 796| 1188| 796| 1188| 42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_06x[A-F][A-F]_*+AD_06x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 26| 41| n;n;s| High Energy Fury| Animal rage| It was hit by a truck while crossing a road, once. The truck was obliterated.
Specimen_AE_06| Marv| 140| 20| AE| 1423| 60| 271| 468| 271| 468| 42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_06x[A-F][A-F]_*+AE_06x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Electric bang| Shock| When a space slug is crossed with a terrestrial eel and patch up with Cyber genes, there are sparks! Watch out, you can be hurt!
Specimen_AF_06| Eva's Replication| 110| 0| AF| 2633| 60| 439| 738| 439| 738| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| CAPTAINPEACE| | 1:ability_weaken;2:ability_weaken_plus| -20| -35| n;n;s| Electric plasma| Double impact| This mutant's powers are so immense that everyone is speculating about the techniques that Eva used to create it. Some even say that she even used her own DNA, but all agree that the result is absolutely... shocking!
Specimen_BA_06| Z-0| 260| 20| BA| 1980| 60| 747| 1122| 747| 1122| 42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_06x[A-F][A-F]_*+BA_06x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -16| -27| n;n;s| Cutting pliers| Flame thrower| You all know Project X27 as one of the ultimate cyber soldier. Creating it was not as easy as you could think and many volunteers were injured or did not survive the first trials. Z-0 is the very first version of the perfect soldier's researches held around 2020. As you can see, it did not go well for him...
Specimen_BB_06| The Glutton| 230| 20| BB| 2164| 60| 611| 920| 351:AOE| 529:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| PVP| BB_06x[A-F][A-F]_*+BB_06x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 55| n;n;s| Gastric Acid| Hell Jaws| Ever wondered what happens with discarded mutant larvae? The spawn of a monstrous accumulation of disposed mutant larvae fused together to create this ravenous mutant. It only wants to satisfy its hunger but it has no bounds, now it seeks to destroy and devour any mutant that crosses its path.
Specimen_BC_06| Dandy Bones| 250| 20| BC| 1831| 60| 543| 815| 543| 815| 42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_06x[A-F][A-F]_*+BC_06x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 48| n;n;s| Groomed-ungroomed| Cane grip| One can remain elegant, even after being turned into a zombie. This refined dandy was once a perfect gentleman, but after being exposed to necrotic DNA, his body began to rot away... Never mind! This fellow proves that even with a face that looks like a burnt cookie, you can still put on an utterly classy show.
Specimen_BD_06| Mur'Ghoul| 190| 20| BD| 1912| 60| 428| 644| 428| 644| 42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_06x[A-F][A-F]_*+BD_06x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 55| n;n;s| Nagl fhtagn| Ph'nglui mglw| He is the minion of an immense creature, long asleep deep down the Ocean. Behold the arrival of a Herald of Doom, and the destruction of worlds.\nUntil then, use his power to overwhelm your opponents
Specimen_BE_06| Apophis| 130| 20| BE| 1541| 60| 264| 395| 264| 395| 42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_06x[A-F][A-F]_*+BE_06x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Crawling Venom| Ultrasound| That God of Suffering will destroy every mutant on his way and will laught with all his grace of your sadness.
Specimen_BF_06| The King of Mimphys| 220| 20| BF| 1680| 60| 510| 766| 510| 766| 42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_06x[A-F][A-F]_*+BF_06x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 48| n;n;s| Love me to death| Deadly twist| Mimphys was once the graveyard where the Arena's fallen mutants were laid to rest. This however changed abruptly when a Necro that was thought to be dead started producing a show in Mimphys, causing mutants to try to be killed faster in the Arena! Any mutants that can still move at all are now promptly returned to battle. This particular mutant dances on its victims' bodies.
Specimen_CA_06| RA-DK-Bot| 280| 20| CA| 2321| 60| 630| 1176| 630| 1176| 42| 1:1:c;2:5:a;2p:15:a;1p:10:c| LEGEND| CA_06x[A-F][A-F]_*+CA_06x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| PO-WER| NU-KLR| Since it appeared, rumor has it it comes from the future, with a specific mission: erradicate as many mutants as robotically possible, preparing for a future nuclear war.\n\nRA-DK-Bot is the state-of-the-art of the Arena Warrior : 50% Mutant, 50% WMD, 100% DEA-DLY !
Specimen_CB_06| Scarlett| 180| 0| CB| 2813| 60| 720| 1432| 720| 1432| 42| 1:1:c;2:5:b;2p:15:b;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus| -25| -45| n;n;s| Avenging Axe| Blood Call| Here is a girl who isn't scared of the Big Bad Wolf anymore! In the past, she was a beautiful and innocent pretty young girl, but when she saw the murder of her Granny  by the Big Bad Wolf, she didn't hide under her bed, no... She avenged.
Specimen_CC_06| El Gringo| 100| 20| CC| 1395| 60| 238| 454| 134:AOE| 203:AOE| 42| 1:1:c;2:5:c;1p:10:c;2p:15:c| PVP| CC_06x[A-F][A-F]_*+CC_06x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -20| -25| n;n;s| Rapid shot| BANG| This single-handed cowboy travels the city to find duellists capable of overcoming him. Nobody knows neither where he comes from, nor what he looks for, all that we know is he kills everyone he crosses.
Specimen_CD_06| Sir Puggington| 290| 20| CD| 2868| 60| 699| 1049| 699| 1049| 42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_06x[A-F][A-F]_*+CD_06x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 37| n;n;s| Bad Bad Sword| Bones Rain| Man's best friend, really? This dog has retained his canine loyalty, but now devotes it to justice! The arena trembles before this templar, who has sworn to crush all the mutants that dare to stand in his path!
